epoch,train_loss,test_rmse
160,510162.34375,712.1865844726562
161,509539.9375,711.7533569335938
162,508919.4375,711.3213500976562
163,508301.8125,710.89013671875
164,507685.9375,710.460693359375
165,507072.96875,710.0327758789062
166,506461.96875,709.60693359375
167,505853.9375,709.1827392578125
168,505248.125,708.7604370117188
169,504645.1875,708.340087890625
170,504045.65625,707.9210815429688
171,503448.65625,707.5025634765625
172,502853.59375,707.085205078125
173,502261.03125,706.6683959960938
174,501670.34375,706.2547607421875
175,501084.53125,705.84228515625
176,500500.625,705.4302978515625
177,499917.53125,705.0208740234375
178,499338.25,704.6130981445312
179,498761.25,704.2073974609375
180,498187.8125,703.8037109375
181,497617.75,703.4013671875
182,497050.5625,703.0007934570312
183,496486.625,702.6016235351562
184,495925.5,702.2046508789062
185,495368.15625,701.8096313476562
186,494813.65625,701.4163818359375
187,494261.875,701.0255737304688
188,493713.71875,700.6351318359375
189,493166.25,700.2476806640625
190,492622.90625,699.8615112304688
191,492081.90625,699.4776000976562
192,491544.75,699.095703125
193,491010.90625,698.7166137695312
194,490481.53125,698.3375854492188
195,489953.0,697.9615478515625
196,489429.3125,697.5874633789062
197,488908.84375,697.2154541015625
198,488391.5625,696.8449096679688
199,487876.90625,696.47509765625
200,487363.71875,696.1077270507812
201,486854.40625,695.7418212890625
202,486347.59375,695.3775024414062
203,485843.46875,695.0149536132812
204,485341.84375,694.653076171875
205,484841.25,694.29296875
206,484342.90625,693.9339599609375
207,483846.21875,693.5761108398438
208,483352.15625,693.2177734375
209,482858.3125,692.8604125976562
210,482365.75,692.5042724609375
211,481873.78125,692.1488647460938
212,481382.71875,691.7962646484375
213,480894.9375,691.4444580078125
214,480409.9375,691.0962524414062
215,479930.09375,690.7526245117188
216,479456.40625,690.4139404296875
217,478989.53125,690.07958984375
218,478528.28125,689.7492065429688
219,478072.4375,689.4210815429688
220,477620.40625,689.0960083007812
221,477172.84375,688.7734375
222,476728.03125,688.45458984375
223,476287.96875,688.137939453125
224,475850.9375,687.8241577148438
225,475417.5625,687.512451171875
226,474987.125,687.2012939453125
227,474557.78125,686.8917236328125
228,474131.125,686.5850219726562
229,473708.34375,686.2792358398438
230,473286.78125,685.9763793945312
231,472869.3125,685.6755981445312
232,472454.84375,685.3765258789062
233,472042.6875,685.0796508789062
234,471633.6875,684.78759765625
235,471231.125,684.4993896484375
236,470833.59375,684.2154541015625
237,470442.15625,683.9342651367188
238,470054.5,683.6558227539062
239,469670.21875,683.3803100585938
240,469290.0,683.1077880859375
241,468914.09375,682.8388061523438
242,468543.125,682.5723266601562
243,468175.78125,682.3085327148438
244,467812.5625,682.0472412109375
245,467452.84375,681.7880859375
246,467096.0,681.5316162109375
247,466742.90625,681.2777709960938
248,466393.4375,681.0266723632812
249,466047.5625,680.7777099609375
250,465705.03125,680.53125
251,465366.15625,680.2874145507812
252,465031.125,680.0458984375
253,464699.6875,679.806640625
254,464371.65625,679.5697631835938
255,464047.28125,679.3353881835938
256,463726.375,679.103271484375
257,463408.9375,678.8737182617188
258,463095.5,678.646484375
259,462785.1875,678.4212646484375
260,462477.90625,678.1978759765625
261,462173.25,677.9763793945312
262,461871.375,677.7568359375
263,461571.96875,677.5390625
264,461275.15625,677.3232421875
265,460981.0625,677.1097412109375
266,460690.40625,676.8975830078125
267,460401.71875,676.6870727539062
268,460115.5625,676.47802734375
269,459831.5,676.2708740234375
270,459550.40625,676.0652465820312
271,459271.40625,675.8611450195312
272,458994.3125,675.6586303710938
273,458719.375,675.4576416015625
274,458446.4375,675.258056640625
275,458175.375,675.059326171875
276,457905.8125,674.862060546875
277,457637.96875,674.6658325195312
278,457371.8125,674.4700927734375
279,457106.59375,674.2757568359375
280,456843.125,674.0827026367188
281,456581.25,673.8916015625
282,456321.59375,673.7021484375
283,456064.1875,673.514404296875
284,455808.8125,673.3283081054688
285,455555.59375,673.1432495117188
286,455304.03125,672.959228515625
287,455053.8125,672.7763671875
288,454805.34375,672.5952758789062
289,454559.34375,672.4143676757812
290,454313.875,672.2350463867188
291,454070.65625,672.0576171875
292,453829.8125,671.8811645507812
293,453590.1875,671.7059326171875
294,453351.875,671.5320434570312
295,453115.40625,671.3594360351562
296,452881.0625,671.1876220703125
297,452648.28125,671.0162353515625
298,452416.25,670.84619140625
299,452186.0,670.6774291992188
300,451957.78125,670.5097045898438
301,451731.09375,670.343017578125
302,451506.0625,670.17724609375
303,451282.46875,670.012451171875
304,451060.375,669.8487548828125
305,450839.75,669.685791015625
306,450620.15625,669.5238647460938
307,450401.75,669.36328125
308,450185.0625,669.2035522460938
309,449969.65625,669.0445556640625
310,449755.46875,668.8862915039062
311,449542.5625,668.7285766601562
312,449330.375,668.5717163085938
313,449119.5,668.4161376953125
314,448910.53125,668.2617797851562
315,448703.3125,668.1073608398438
316,448496.125,667.954345703125
317,448290.9375,667.8017578125
318,448086.15625,667.6504516601562
319,447883.09375,667.4994506835938
320,447680.53125,667.3493041992188
321,447479.125,667.2001953125
322,447279.25,667.051513671875
323,447079.75,666.9039916992188
324,446881.6875,666.7570190429688
325,446684.59375,666.6104125976562
326,446488.03125,666.4650268554688
327,446293.0625,666.3203735351562
328,446098.875,666.1763305664062
329,445905.46875,666.0328369140625
330,445712.84375,665.8905639648438
331,445521.46875,665.7481079101562
332,445330.15625,665.6068725585938
333,445140.375,665.466064453125
334,444951.40625,665.3258666992188
335,444763.0,665.1862182617188
336,444575.5625,665.0470581054688
337,444388.875,664.9087524414062
338,444203.40625,664.7708740234375
339,444018.625,664.6334838867188
340,443834.78125,664.4967041015625
341,443651.5625,664.3602905273438
342,443468.875,664.224365234375
343,443286.8125,664.08935546875
344,443105.625,663.9546508789062
345,442924.875,663.8204956054688
346,442744.9375,663.6876220703125
347,442567.1875,663.5559692382812
348,442391.21875,663.4244995117188
349,442215.75,663.29345703125
350,442040.9375,663.1631469726562
351,441866.9375,663.033447265625
352,441693.46875,662.9044189453125
353,441520.5625,662.7760009765625
354,441348.28125,662.6480102539062
355,441176.53125,662.5204467773438
356,441005.21875,662.3929443359375
357,440834.1875,662.2658081054688
358,440663.84375,662.1387939453125
359,440493.46875,662.0123291015625
360,440323.6875,661.885986328125
361,440153.78125,661.7605590820312
362,439984.90625,661.63427734375
363,439815.125,661.5078735351562
364,439645.40625,661.381103515625
365,439475.59375,661.2540893554688
366,439305.625,661.127197265625
367,439135.90625,660.9996948242188
368,438965.4375,660.8717651367188
369,438794.21875,660.743896484375
370,438623.03125,660.6153564453125
371,438450.96875,660.4862060546875
372,438277.96875,660.3563842773438
373,438104.09375,660.2260131835938
374,437929.40625,660.0946655273438
375,437753.46875,659.9614868164062
376,437575.25,659.8274536132812
377,437395.6875,659.69189453125
378,437214.125,659.5550537109375
379,437030.96875,659.4169311523438
380,436845.71875,659.2769165039062
381,436658.0625,659.135498046875
382,436468.34375,658.9906005859375
383,436274.21875,658.8447265625
384,436078.53125,658.6962280273438
385,435879.25,658.5471801757812
386,435679.59375,658.3946533203125
387,435475.625,658.2410278320312
388,435270.03125,658.0859375
389,435062.5,657.927978515625
390,434851.09375,657.7685546875
391,434638.15625,657.606689453125
392,434422.40625,657.4420776367188
393,434203.4375,657.2763671875
394,433982.71875,657.1088256835938
395,433759.25,656.938720703125
396,433532.28125,656.7682495117188
397,433305.375,656.5943603515625
398,433075.0,656.4177856445312
399,432841.40625,656.240478515625
400,432606.6875,656.061279296875
401,432369.5,655.8800659179688
402,432130.0625,655.6997680664062
403,431891.90625,655.5150146484375
404,431648.25,655.3281860351562
405,431402.375,655.1393432617188
406,431154.0625,654.9463500976562
407,430900.09375,654.7550048828125
408,430647.78125,654.5574951171875
409,430388.125,654.3589477539062
410,430127.5,654.1571044921875
411,429862.75,653.9515991210938
412,429593.46875,653.7443237304688
413,429321.875,653.5326538085938
414,429045.0625,653.3177490234375
415,428764.34375,653.1014404296875
416,428481.28125,652.8809204101562
417,428192.4375,652.65673828125
418,427898.9375,652.4290161132812
419,427601.40625,652.1970825195312
420,427298.84375,651.9619140625
421,426992.59375,651.7230224609375
422,426681.21875,651.4815063476562
423,426366.15625,651.2354125976562
424,426045.03125,650.9843139648438
425,425717.5,650.7303466796875
426,425386.21875,650.4697875976562
427,425046.4375,650.20947265625
428,424706.75,649.9400634765625
429,424356.09375,649.6644897460938
430,423997.625,649.3873291015625
431,423638.3125,649.1012573242188
432,423264.78125,648.8057250976562
433,422887.0,648.5015258789062
434,422492.40625,648.1883544921875
435,422074.84375,647.8619384765625
436,421643.28125,647.5064086914062
437,421192.09375,647.1381225585938
438,420712.8125,646.6683349609375
439,420091.28125,646.4430541992188
440,419809.5625,645.7730102539062
441,418975.4375,645.6631469726562
442,418870.28125,644.7835693359375
443,417700.71875,644.6409912109375
444,417483.3125,643.8756713867188
445,416498.84375,643.3790893554688
446,415887.25,642.78955078125
447,415130.59375,642.025390625
448,414125.0625,641.5585327148438
449,413521.5625,640.6028442382812
450,412318.0,640.0454711914062
451,411629.5625,639.0420532226562
452,410325.125,638.2720336914062
453,409302.21875,637.3212890625
454,408076.84375,636.287353515625
455,406789.15625,635.3651123046875
456,405623.5,634.410400390625
457,404369.3125,633.3167114257812
458,402993.78125,632.2246704101562
459,401663.59375,631.0424194335938
460,400168.5,629.929443359375
461,398735.15625,628.643310546875
462,397134.625,627.3890380859375
463,395599.90625,626.0560913085938
464,393911.03125,624.7725219726562
465,392256.34375,623.3500366210938
466,390473.6875,621.9320068359375
467,388725.4375,620.43505859375
468,386844.375,618.955322265625
469,384989.28125,617.3399658203125
470,383021.71875,615.74169921875
471,381090.09375,614.0755615234375
472,379034.28125,612.4216918945312
473,376989.65625,610.6532592773438
474,374839.4375,608.8790893554688
475,372677.625,607.0510864257812
476,370419.71875,605.1959228515625
477,368150.0625,603.2391357421875
478,365801.21875,601.2462158203125
479,363403.15625,599.2030029296875
480,360928.8125,597.0947875976562
481,358400.1875,594.9248657226562
482,355817.1875,592.7190551757812
483,353167.28125,590.4572143554688
484,350449.65625,588.1279296875
485,347670.03125,585.74853515625
486,344835.875,583.31396484375
487,341940.65625,580.7882080078125
488,338976.375,578.214599609375
489,335971.9375,575.5999145507812
490,332910.09375,572.9163818359375
491,329801.75,570.1950073242188
492,326654.59375,567.443115234375
493,323464.625,564.6107177734375
494,320230.84375,561.7421875
495,316963.96875,558.8396606445312
496,313671.375,555.87109375
497,310347.25,552.8748779296875
498,306996.3125,549.8612060546875
499,303635.78125,546.8040771484375
500,300271.5,543.7278442382812
501,296867.53125,540.584716796875
502,293455.8125,537.4418334960938
503,290046.78125,534.296875
504,286656.25,531.1192626953125
505,283269.3125,527.9515991210938
506,279866.1875,524.7377319335938
507,276471.8125,521.53271484375
508,273113.21875,518.3563842773438
509,269770.65625,515.1240234375
510,266440.40625,511.94793701171875
511,263150.5625,508.7924499511719
512,259907.546875,505.6366882324219
513,256715.453125,502.5404968261719
514,253553.875,499.40667724609375
515,250437.0,496.3562316894531
516,247366.375,493.2735595703125
517,244333.6875,490.2640686035156
518,241349.0,487.264892578125
519,238421.0,484.315185546875
520,235548.140625,481.4206237792969
521,232742.171875,478.5531921386719
522,230006.109375,475.92742919921875
523,227432.203125,473.44415283203125
524,225188.21875,471.96661376953125
525,223570.046875,470.00653076171875
526,222007.875,467.02764892578125
527,218904.109375,462.82904052734375
528,215164.03125,460.8460388183594
529,213358.0,459.9926452636719
530,212346.609375,456.87738037109375
531,209738.234375,453.8155822753906
532,206817.984375,452.27008056640625
533,205349.25,451.02044677734375
534,204408.5,448.94097900390625
535,202302.40625,445.9227600097656
536,199745.65625,444.2235412597656
537,198238.203125,443.4225158691406
538,197354.140625,441.3218078613281
539,195690.875,439.1474304199219
540,193626.953125,437.42578125
541,192121.4375,436.2141418457031
542,191152.046875,435.24627685546875
543,190135.703125,433.3667297363281
544,188645.75,431.72265625
545,187095.296875,430.23272705078125
546,185838.484375,429.04974365234375
547,184852.65625,428.14373779296875
548,183959.015625,426.9593505859375
549,183046.296875,425.9144287109375
550,182021.8125,424.53271484375
551,180944.78125,423.44781494140625
552,179924.140625,422.31829833984375
553,178992.609375,421.3609313964844
554,178171.890625,420.4748229980469
555,177392.078125,419.6131286621094
556,176678.515625,418.88720703125
557,176009.953125,418.1355285644531
558,175447.046875,417.7387390136719
559,174976.140625,417.1869201660156
560,174667.890625,417.45794677734375
561,174673.046875,417.4986267089844
562,174963.328125,418.7000427246094
563,175590.984375,418.3480224609375
564,175698.453125,417.9602966308594
565,174939.53125,414.91845703125
566,172760.890625,412.75439453125
567,170751.703125,411.6904602050781
568,169927.84375,412.01617431640625
569,170307.234375,413.25836181640625
570,171077.140625,412.9137268066406
571,171114.390625,412.20526123046875
572,170215.9375,410.09356689453125
573,168715.15625,408.86370849609375
574,167582.9375,408.43463134765625
575,167231.640625,408.5604248046875
576,167440.328125,409.136474609375
577,167704.140625,408.5755615234375
578,167489.515625,408.085205078125
579,166867.140625,406.75262451171875
580,165962.0,405.9449768066406
581,165201.53125,405.36956787109375
582,164767.09375,405.14874267578125
583,164635.9375,405.2908020019531
584,164633.8125,405.078125
585,164610.953125,405.09564208984375
586,164444.46875,404.4248046875
587,164078.59375,404.0683288574219
588,163617.9375,403.2439880371094
589,163093.328125,402.7536315917969
590,162585.4375,402.1270751953125
591,162159.671875,401.7142333984375
592,161786.40625,401.3167419433594
593,161481.734375,400.9881286621094
594,161237.34375,400.79632568359375
595,161029.90625,400.4658508300781
596,160839.765625,400.3860168457031
597,160682.953125,400.1386413574219
598,160598.453125,400.3138732910156
599,160595.171875,400.2794189453125
600,160744.34375,401.0389099121094
601,161131.078125,401.4352722167969
602,161704.875,402.8467712402344
603,162520.375,403.1142883300781
604,163086.953125,404.0541687011719
605,163467.21875,402.5470275878906
606,162623.953125,400.9536437988281
607,161016.9375,397.98834228515625
608,158909.828125,396.4041748046875
609,157533.796875,396.1291809082031
610,157321.78125,396.8033142089844
611,157973.765625,398.06890869140625
612,158772.5,398.0384826660156
613,158993.1875,397.8397521972656
614,158582.84375,396.16259765625
615,157475.578125,394.9637145996094
616,156376.109375,394.0531005859375
617,155727.015625,393.8797302246094
618,155609.03125,394.28173828125
619,155841.234375,394.5192565917969
620,156163.71875,394.9544982910156
621,156325.46875,394.5157165527344
622,156169.265625,394.2236633300781
623,155758.96875,393.2633056640625
624,155159.21875,392.6329345703125
625,154544.40625,391.92523193359375
626,154060.75,391.6217041015625
627,153810.78125,391.5908508300781
628,153755.59375,391.5676574707031
629,153809.859375,391.8240661621094
630,153905.71875,391.737548828125
631,153966.9375,392.01202392578125
632,154032.796875,391.88153076171875
633,154090.25,392.18695068359375
634,154145.859375,391.8875732421875
635,154102.09375,392.0233459472656
636,154013.9375,391.42889404296875
637,153744.921875,391.2217712402344
638,153397.984375,390.4195861816406
639,152945.265625,389.9635009765625
640,152451.765625,389.16680908203125
641,151951.0,388.7483825683594
642,151544.171875,388.3036193847656
643,151246.890625,388.073486328125
644,151052.421875,387.93994140625
645,150935.609375,387.8182678222656
646,150876.953125,387.9096984863281
647,150880.125,387.8828125
648,150945.015625,388.2744445800781
649,151132.671875,388.6161804199219
650,151542.859375,389.8607177734375
651,152309.03125,390.9714660644531
652,153412.953125,393.8972473144531
653,155381.640625,396.0149230957031
654,157419.1875,399.5481262207031
655,159768.703125,398.748046875
656,159597.765625,396.5829162597656
657,157439.40625,390.2058410644531
658,152792.75,386.1793518066406
659,149507.28125,385.9518737792969
660,149344.359375,388.53729248046875
661,151507.515625,391.6702880859375
662,153670.59375,390.8039245605469
663,153309.265625,388.5622253417969
664,151286.890625,385.3017272949219
665,148937.578125,384.5745544433594
666,148343.515625,386.1585693359375
667,149459.328125,387.4303283691406
668,150629.671875,387.82415771484375
669,150708.34375,385.8445739746094
670,149388.328125,384.2804260253906
671,148065.734375,383.6620788574219
672,147622.75,384.259033203125
673,148140.15625,385.4370422363281
674,148904.65625,385.4500427246094
675,149081.609375,385.0471496582031
676,148597.609375,383.7122802734375
677,147701.375,382.95904541015625
678,147055.546875,382.873046875
679,146984.390625,383.2247619628906
680,147319.765625,383.8275451660156
681,147672.6875,383.7672119140625
682,147758.0,383.6786804199219
683,147555.15625,382.8608093261719
684,147048.046875,382.3133239746094
685,146551.15625,381.8800964355469
686,146251.984375,381.8264465332031
687,146218.21875,382.0636901855469
688,146352.0625,382.1502990722656
689,146499.171875,382.35882568359375
690,146560.53125,382.1546936035156
691,146509.515625,382.1510925292969
692,146404.6875,381.77301025390625
693,146216.046875,381.6058044433594
694,145997.46875,381.16009521484375
695,145731.96875,380.92138671875
696,145494.375,380.6405029296875
697,145313.046875,380.5053405761719
698,145200.875,380.4464111328125
699,145146.375,380.3870849609375
700,145131.046875,380.466796875
701,145145.3125,380.4825134277344
702,145218.671875,380.7816162109375
703,145364.28125,380.91705322265625
704,145568.34375,381.62591552734375
705,145974.9375,382.0301513671875
706,146435.984375,383.3884582519531
707,147280.71875,384.1383361816406
708,148076.03125,386.060791015625
709,149281.59375,386.47265625
710,149893.1875,387.7464294433594
711,150555.859375,386.3750305175781
712,149814.671875,385.4180908203125
713,148785.609375,382.37713623046875
714,146703.6875,380.2564392089844
715,144930.203125,378.82708740234375
716,143932.515625,378.93408203125
717,144035.90625,380.13995361328125
718,144857.125,381.0814514160156
719,145725.28125,382.2627258300781
720,146427.8125,381.9195251464844
721,146365.203125,381.5872802734375
722,145904.921875,380.0167236328125
723,144877.96875,378.9234619140625
724,143934.09375,378.0224304199219
725,143322.59375,377.8753662109375
726,143215.328125,378.31622314453125
727,143506.453125,378.7927551269531
728,143961.875,379.6379699707031
729,144471.03125,379.7955017089844
730,144735.84375,380.2348327636719
731,144896.03125,379.7362976074219
732,144671.5625,379.5125427246094
733,144339.171875,378.573486328125
734,143761.578125,377.9701232910156
735,143204.59375,377.2682800292969
736,142753.140625,376.9649353027344
737,142495.96875,376.83642578125
738,142412.34375,376.86285400390625
739,142461.3125,377.12841796875
740,142607.546875,377.3034362792969
741,142811.703125,377.9089660644531
742,143158.609375,378.2625427246094
743,143544.15625,379.1833190917969
744,144081.703125,379.51123046875
745,144503.859375,380.5238037109375
746,145079.421875,380.5616455078125
747,145321.234375,381.2493591308594
748,145623.828125,380.5520324707031
749,145320.484375,380.28546142578125
750,144903.84375,378.83013916015625
751,143989.796875,377.9120788574219
752,143132.625,376.56494140625
753,142234.953125,375.89990234375
754,141664.265625,375.49212646484375
755,141389.5,375.51025390625
756,141417.328125,375.94287109375
757,141691.828125,376.3388977050781
758,142074.71875,377.2450256347656
759,142634.375,377.689453125
760,143107.21875,378.6908264160156
761,143687.375,378.8010559082031
762,143950.765625,379.3551940917969
763,144173.28125,378.69073486328125
764,143864.453125,378.3970031738281
765,143459.640625,377.13299560546875
766,142672.359375,376.39605712890625
767,141985.28125,375.3545837402344
768,141308.40625,374.8492126464844
769,140858.90625,374.4302673339844
770,140582.84375,374.3025207519531
771,140473.875,374.34619140625
772,140488.78125,374.4653015136719
773,140613.171875,374.86651611328125
774,140844.359375,375.1629333496094
775,141151.84375,375.9500427246094
776,141627.484375,376.4882507324219
777,142169.625,377.8973388671875
778,143063.25,378.7980651855469
779,143939.234375,380.882080078125
780,145286.296875,381.78363037109375
781,146226.65625,383.52490234375
782,147262.0625,382.6426086425781
783,146879.1875,381.8603515625
784,145997.484375,378.54345703125
785,143721.890625,375.927001953125
786,141577.921875,373.6873779296875
787,140009.546875,373.2951354980469
788,139707.921875,374.3922424316406
789,140470.625,375.71533203125
790,141586.46875,377.3660888671875
791,142654.21875,377.3904724121094
792,142855.25,377.188232421875
793,142503.015625,375.4512939453125
794,141354.890625,374.13006591796875
795,140243.765625,372.90850830078125
796,139406.34375,372.6325988769531
797,139193.359375,373.12542724609375
798,139528.34375,373.8067321777344
799,140123.78125,374.9833068847656
800,140885.140625,375.5169982910156
801,141424.90625,376.3361511230469
802,141861.625,375.8489685058594
803,141654.78125,375.4278869628906
804,141173.140625,374.03167724609375
805,140264.6875,373.1091613769531
806,139477.375,372.2140197753906
807,138879.46875,371.90435791015625
808,138632.9375,371.972412109375
809,138677.984375,372.2326354980469
810,138917.234375,372.8281555175781
811,139282.78125,373.2283020019531
812,139667.8125,373.9214172363281
813,140053.90625,374.0032653808594
814,140236.265625,374.3530578613281
815,140354.875,373.92095947265625
816,140169.0,373.7648010253906
817,139924.296875,373.0234680175781
818,139497.796875,372.6297607421875
819,139107.921875,371.9933776855469
820,138726.734375,371.7040710449219
821,138441.890625,371.3269348144531
822,138213.15625,371.1798400878906
823,138057.359375,370.997802734375
824,137948.71875,370.9202880859375
825,137864.125,370.8110656738281
826,137799.609375,370.759033203125
827,137743.96875,370.6678161621094
828,137692.765625,370.63018798828125
829,137649.578125,370.5561828613281
830,137612.46875,370.55023193359375
831,137585.421875,370.5033264160156
832,137574.0625,370.58282470703125
833,137597.8125,370.6484680175781
834,137688.171875,371.0262145996094
835,137907.1875,371.4715576171875
836,138317.671875,372.84832763671875
837,139227.53125,374.6834716796875
838,140747.65625,378.8373107910156
839,143653.828125,383.9089660644531
840,147790.921875,392.4142761230469
841,154002.96875,398.9591979980469
842,159607.84375,403.3871154785156
843,162651.890625,396.5804748535156
844,157697.328125,383.8666076660156
845,147407.859375,371.4957580566406
846,138301.59375,371.28826904296875
847,138162.078125,380.06884765625
848,144578.125,384.71771240234375
849,148437.796875,381.4786682128906
850,145643.828125,372.5966491699219
851,139159.90625,369.6051025390625
852,136867.296875,374.0898742675781
853,140086.0625,377.5509338378906
854,142883.234375,375.523681640625
855,141144.125,370.3831481933594
856,137462.796875,369.5042724609375
857,136803.609375,372.7107238769531
858,139093.125,374.2022399902344
859,140374.984375,372.5116882324219
860,138949.1875,369.4418640136719
861,136765.765625,369.17633056640625
862,136558.46875,371.1518249511719
863,137941.359375,371.7799377441406
864,138527.5,370.8170166015625
865,137696.984375,368.96527099609375
866,136402.453125,368.7392883300781
867,136232.015625,369.8944396972656
868,137030.734375,370.3962097167969
869,137500.859375,370.06793212890625
870,137154.09375,368.8450622558594
871,136319.71875,368.3311462402344
872,135907.125,368.68243408203125
873,136140.90625,369.1865234375
874,136572.140625,369.4481201171875
875,136686.71875,368.8269958496094
876,136303.015625,368.27532958984375
877,135850.421875,368.0209655761719
878,135679.828125,368.1705322265625
879,135813.828125,368.52301025390625
880,136027.0,368.5154113769531
881,136077.0625,368.4015808105469
882,135928.984375,367.994140625
883,135670.78125,367.7622375488281
884,135475.453125,367.7109680175781
885,135439.375,367.7884521484375
886,135520.15625,367.95928955078125
887,135609.3125,367.9310302734375
888,135634.703125,367.92236328125
889,135581.984375,367.6910705566406
890,135455.203125,367.5531311035156
891,135318.1875,367.3721008300781
892,135203.25,367.2936706542969
893,135134.765625,367.26910400390625
894,135112.984375,367.26837158203125
895,135126.625,367.3414001464844
896,135154.8125,367.3155212402344
897,135166.03125,367.34515380859375
898,135151.734375,367.23016357421875
